[29.25, 35.88, 5.92, 14.33, 29.03, 38.01, 36.23, 4.16, 37.41, 6.59, 0.0, 28.63, 39.93, 24.06, 29.4, 26.03, 19.7, 20.77, 29.74, 29.22, 33.58, 33.64, 34.73, 24.43, 29.93, 35.97, 17.83, 27.12, 37.2, 13.39, 35.14],
[10.03, 12.63, 25.51, 21.24, 9.85, 14.26, 17.6, 27.78, 19.04, 22.25, 28.63, 0.0, 46.87, 32.67, 10.76, 13.98, 15.01, 27.87, 10.77, 10.46, 6.35, 5.71, 6.84, 9.1, 10.43, 15.94, 13.64, 5.58, 10.07, 28.33, 15.47],
[55.07, 59.43, 35.03, 50.37, 54.82, 61.12, 63.57, 35.85, 65.04, 38.39, 39.93, 46.87, 0.0, 63.13, 55.68, 55.74, 51.2, 58.97, 55.87, 55.37, 53.01, 52.03, 53.0, 37.8, 55.72, 62.22, 47.96, 50.41, 56.37, 52.69, 61.6],
[25.5, 30.63, 28.16, 13.78, 25.48, 32.19, 26.73, 27.74, 27.04, 24.81, 24.06, 32.67, 63.13, 0.0, 25.03, 20.03, 17.78, 4.98, 25.31, 25.13, 33.47, 34.4, 35.0, 35.35, 25.76, 27.82, 20.06, 27.62, 35.44, 10.68, 27.17],
[0.73, 6.66, 28.38, 17.37, 0.93, 8.74, 7.97, 30.07, 9.43, 24.22, 29.4, 10.76, 55.68, 25.03, 0.0, 5.05, 10.28, 20.85, 0.35, 0.32, 8.71, 9.85, 10.22, 18.51, 0.74, 6.98, 11.56, 5.54, 10.42, 24.06, 6.22],
[5.48, 11.34, 25.9, 12.95, 5.45, 13.26, 10.2, 27.28, 11.38, 21.58, 26.03, 13.98, 55.74, 20.03, 5.05, 0.0, 6.34, 15.8, 5.36, 5.12, 13.48, 14.49, 15.01, 20.05, 5.79, 10.12, 8.72, 8.42, 15.47, 19.31, 9.3],
[10.35, 16.94, 19.81, 7.15, 10.19, 19.01, 16.54, 21.06, 17.71, 15.46, 19.7, 15.01, 51.2, 17.78, 10.28, 6.34, 0.0, 12.9, 10.63, 10.19, 17.02, 17.67, 18.5, 18.12, 10.94, 16.37, 3.26, 10.46, 19.89, 14.1, 15.55],
[21.25, 26.83, 24.23, 8.98, 21.2, 28.54, 23.61, 24.12, 24.14, 20.58, 20.77, 27.87, 58.97, 4.98, 20.85, 15.8, 12.9, 0.0, 21.15, 20.91, 29.04, 29.91, 30.57, 30.38, 21.58, 24.45, 15.09, 22.97, 31.26, 7.8, 23.73],
[0.8, 6.31, 28.69, 17.71, 1.04, 8.39, 7.75, 30.4, 9.21, 24.55, 29.74, 10.77, 55.87, 25.31, 0.35, 5.36, 10.63, 21.15, 0.0, 0.54, 8.51, 9.67, 10.01, 18.63, 0.46, 6.7, 11.9, 5.64, 10.13, 24.4, 5.95],
[0.45, 6.77, 28.15, 17.29, 0.62, 8.86, 8.26, 29.87, 9.73, 24.01, 29.22, 10.46, 55.37, 25.13, 0.32, 5.12, 10.19, 20.91, 0.54, 0.0, 8.54, 9.65, 10.05, 18.2, 0.75, 7.24, 11.39, 5.22, 10.35, 24.02, 6.49],
[8.12, 7.17, 31.08, 24.03, 8.09, 8.36, 13.1, 33.22, 14.39, 27.49, 33.58, 6.35, 53.01, 33.47, 8.71, 13.48, 17.02, 29.04, 8.51, 8.54, 0.0, 1.34, 1.53, 15.37, 8.05, 11.2, 16.82, 6.75, 3.81, 31.1, 10.99],
[9.22, 8.47, 30.92, 24.58, 9.17, 9.57, 14.43, 33.11, 15.72, 27.44, 33.64, 5.71, 52.03, 34.4, 9.85, 14.49, 17.67, 29.91, 9.67, 9.65, 1.34, 0.0, 1.14, 14.53, 9.22, 12.54, 17.24, 7.25, 4.42, 31.68, 12.33],
[9.63, 8.03, 32.05, 25.46, 9.61, 8.91, 14.16, 34.23, 15.39, 28.55, 34.73, 6.84, 53.0, 35.0, 10.22, 15.01, 18.5, 30.57, 10.01, 10.05, 1.53, 1.14, 0.0, 15.59, 9.54, 12.23, 18.2, 8.14, 3.38, 32.55, 12.09],
[17.83, 21.63, 19.91, 22.04, 17.6, 23.34, 26.11, 22.41, 27.58, 17.87, 24.43, 9.1, 37.8, 35.35, 18.51, 20.05, 18.12, 30.38, 18.63, 18.2, 15.37, 14.53, 15.59, 0.0, 18.41, 24.61, 15.36, 13.0, 18.95, 28.4, 24.05],
[0.72, 6.03, 28.8, 18.04, 0.97, 8.13, 7.86, 30.54, 9.33, 24.68, 29.93, 10.43, 55.72, 25.76, 0.74, 5.79, 10.94, 21.58, 0.46, 0.75, 8.05, 9.22, 9.54, 18.41, 0.0, 6.71, 12.11, 5.41, 9.69, 24.76, 5.99],
[7.42, 4.32, 35.26, 23.05, 7.67, 4.79, 1.95, 36.88, 3.19, 31.06, 35.97, 15.94, 62.22, 27.82, 6.98, 10.12, 16.37, 24.45, 6.7, 7.24, 11.2, 12.54, 12.23, 24.61, 6.71, 0.0, 18.23, 11.82, 10.35, 29.15, 0.83],
[11.43, 18.08, 17.2, 7.6, 11.22, 20.2, 18.68, 18.68, 19.96, 12.91, 17.83, 13.64, 47.96, 20.06, 11.56, 8.72, 3.26, 15.09, 11.9, 11.39, 16.82, 17.24, 18.2, 15.36, 12.11, 18.23, 0.0, 10.07, 20.09, 14.69, 17.41],
[4.84, 9.67, 25.1, 17.33, 4.62, 11.71, 13.18, 27.08, 14.66, 21.26, 27.12, 5.58, 50.41, 27.62, 5.54, 8.42, 10.46, 22.97, 5.64, 5.22, 6.75, 7.25, 8.14, 13.0, 5.41, 11.82, 10.07, 0.0, 10.13, 24.43, 11.19],
[10.01, 6.04, 34.84, 27.01, 10.08, 6.23, 12.29, 36.95, 13.34, 31.19, 37.2, 10.07, 56.37, 35.44, 10.42, 15.47, 19.89, 31.26, 10.13, 10.35, 3.81, 4.42, 3.38, 18.95, 9.69, 10.35, 20.09, 10.13, 0.0, 33.98, 10.42],
[24.25, 30.61, 17.66, 7.12, 24.12, 32.56, 28.73, 17.09, 29.55, 14.7, 13.39, 28.33, 52.69, 10.68, 24.06, 19.31, 14.1, 7.8, 24.4, 24.02, 31.1, 31.68, 32.55, 28.4, 24.76, 29.15, 14.69, 24.43, 33.98, 0.0, 28.35],
[6.69, 4.39, 34.46, 22.23, 6.94, 5.21, 2.14, 36.07, 3.57, 30.25, 35.14, 15.47, 61.6, 27.17, 6.22, 9.3, 15.55, 23.73, 5.95, 6.49, 10.99, 12.33, 12.09, 24.05, 5.99, 0.83, 17.41, 11.19, 10.42, 28.35, 0.0]
];
